key,de,en,es,es_MX,fr,it,ja,ko,pl,pt_BR,tr,zh_TW
<!MissingKey:Hunter>,Hunter,Hunter,Cazador,Cazares,Archer,Cacciatore,ハンター,헌터,Hunter,Hunter,Avcı,亨特
<!MissingKey:Reynolds>,Reynolds,Reynolds,Reynolds,Reynolds,Reynolds,Reynolds,レイノルズ,레이놀즈,Reynolds,Reynolds,Reynolds,雷諾茲
"<!MissingKey:A year later, the famous scientist [id=5] [id=6] was discovered dead by the [id=7] couple.>",Ein Jahr darauf wurde der berühmte Wissenschaftler [id=5] [id=6] von dem Ehepaar [id=7] tot aufgefunden.,"A year later, the famous scientist [id=5] [id=6] was discovered dead by the [id=7] couple.","Un año más tarde, los [id=7] hallaron el cuerpo inerte del famoso científico [id=5] [id=6].","Un año después, el matrimonio [id=7] encontró muerto al famoso científico [id=5] [id=6].","Un an plus tard, le corps du célèbre scientifique [id=5] [id=6] a été découvert par le couple [id=7].","Un anno dopo, il celebre scienziato [id=5] [id=6] è stato trovato morto dai coniugi [id=7].",一年後、有名な科学者である[id=5]・[id=6]の遺体が[id=7]夫婦によって発見された。 ,1년 뒤 [id=7] 부부가 유명 과학자 [id=5] [id=6]이 사망한 것을 발견했다. ,Rok później ciało słynnego naukowca o nazwisku [id=5] [id=6] zostało odkryte przez małżeństwo o nazwisku [id=7].,"Um ano depois, o famoso cientista [id=5] [id=6] foi encontrado morto pelo casal [id=7].",Bir yıl sonra da [id=7] çifti tarafından [id=5] [id=6] adlı ünlü bilim insanının cansız bedeni keşfedildi.,一年後，著名的科學家[id=5][id=6]被[id=7]夫婦發現死亡。
INTRO_ARC_SCROLL_PUZZLE_CONTENT1_1,"Bei einem Baustellenunfall wurde in einem [id=8]-[id=9] die Leiche von [id=1] [id=2] gefunden, der von einer seltsamen Krankheit befallen war, die die Polizei den [id=3] [id=4] nannte.","During a construction yard accident, the body of [id=1] [id=2] was found in a [id=8] [id=9], afflicted by a strange condition that police named the [id=3] [id=4].","Durante un accidente en una obra, se descubrió el cadáver de [id=1] [id=2] dentro de una [id=9] de [id=8]. Padecía una extraña afección que la Policía apodó «la [id=4] [id=3]».","Durante el accidente en el patio de construcción, se encontró el cuerpo de [id=1] [id=2] en una [id=9] de [id=8], afligido por una extraña condición a la cual la policía llamó [id=4] [id=3].","Lors d'un accident de chantier, le corps de [id=1] [id=2] a été retrouvé dans un [id=9] [id=8], souffrant d'une étrange maladie que la police a surnommée la [id=4] [id=3].","Dopo un incidente al cantiere edile, nel [id=9] della [id=8] è stato rinvenuto il corpo di [id=1] [id=2], afflitto da una strana patologia che la polizia ha soprannominato [id=4] [id=3].",工事現場での事故が発生した際、[id=1]・[id=2]の遺体が[id=8][id=9]の中で発見された。この遺体は、警察が[id=3]の[id=4]と名付けた奇妙な症状の影響を受けたものだった。,건설 현장 사고에서 [id=1] [id=2]의 시체가 [id=8] [id=9]에서 발견되었다. 시체는 경찰이 [id=3] [id=4](이)라고 부르는 특이한 상태에 빠져 있었다.,Podczas wypadku na placu budowy znaleziono ciało osoby o nazwisku [id=1] [id=2] w [id=9] [id=8]. Osoba ta była ofiarą (nazwanej tak przez policję) [id=3] [id=4].,"Durante um acidente no canteiro de obras, o corpo de [id=1] [id=2] foi encontrado numa [id=9] de [id=8], afetado pela condição estranha que a polícia chama de [id=4] [id=3].",İnşaat alanında yaşanan bir kaza sırasında bir [id=8] [id=9] içinde polisin [id=3] [id=4] adını verdiği garip bir durumdan etkilenen [id=1] [id=2] adlı kişinin cesedi bulundu.,在一場工地意外中，[id=1][id=2]的屍體被發現在一個[id=8][id=9]中，受到一種被警方稱為[id=3][id=4]的奇怪的症狀所致。
<!MissingKey:accident>,Unfall,accident,accidente,accidente,accident,incidente,事故,사고,wypadku,acidente,kaza,意外
BRIDGE_DEBRA_LETTER,"Liebe Debra,
 
mit Bedauern habe ich erfahren, dass Brandons Prüfungsergebnisse eher schlecht ausgefallen sind.
 
Dein Sohn scheint nach seinem Vater zu kommen.
 
Ich habe dich davor gewarnt, in diese Familie einzuheiraten.
 
Mutti
","Dear Debra,
 
I am saddened to hear that Brandon’s exam results have been rather poor.
 
It seems your son has taken after his father.
 
I warned you about marrying into that family.
 
Mommy
","Querida Debra:
 
Me entristece saber que Brandon ha obtenido resultados mediocres en sus exámenes.
 
Parece que tu hijo ha salido a su padre.
 
Ya te advertí que no te casaras con alguien de esa familia.
 
Mamá
","Querida Debra:
 
Me entristece escuchar que los resultados de los exámenes de Brandon no salieron como esperaban.
 
Parece que tu hijo salió a su padre.
 
Te advertí sobre casarte con esa familia.
 
Mamá
","Ma chère Debra,
 
Je suis navrée d'apprendre que Brandon a raté ses examens.
 
Il semblerait que ton fils tienne de son père.
 
Je t'avais prévenue de ne pas épouser quelqu'un de cette famille.
 
Maman
","Cara Debra,
 
mi rammarica sapere che i risultati degli esami di Brandon sono stati deludenti.
 
Quel ragazzo ha preso da suo padre.
 
Te l'avevo detto di non sposarti con quello lì.
 
Mamma
","デブラへ
 
ブランドンのテスト結果が悪かったことにガッカリしているわ。
 
どうやら、あなたの息子は父親似のようね。
 
あの家系へ嫁ぐことに対しては警告しておいたはずよ。
 
ママより
","데브라,
 
브랜든의 시험 결과가 그렇게 좋지 않다는 소식에 내가 슬프구나.
 
네 아들은 지 아버지 피를 물려받았나 보다.
 
내가 그 가문이랑 결혼하지 말라고 경고했지.
 
엄마가
","Droga Debro!
 
Jest mi przykro z powodu słabego wyniku egzaminów Brandona.
 
Wygląda na to, że Twój syn niewiele się różni od swojego ojca.
 
A ostrzegałam Cię przed małżeństwem z człowiekiem z tej rodziny.
 
Mamusia
","Querida Debra,
 
Lamento ouvir que os resultados dos exames do Brandon foram ruins.
 
Parece que seu filho terá o mesmo destino do pai.
 
Eu lhe avisei sobre se casar com alguém dessa família.
 
Mamãe
","Sevgili Debra,
 
Brandon'ın sınav sonuçlarının bir hayli kötü olduğunu duyduğuma üzüldüm.
 
Senin evlat, babasına çekmiş gibi görünüyor.
 
Evlenip o aileye katılman konusunda seni uyarmıştım.
 
Anneciğin
","親愛的黛博拉：
 
很遺憾布蘭登考得不好。
 
看來妳兒子是遺傳到他老爸了。
 
所以我才叫妳不要嫁到那個家族啊。
 
媽媽"
<!MissingKey:murder>,Mord,murder,asesinato,asesinato,meurtre,omicidio,殺人,살인,morderstwa,assassinato,cinayet,他殺
INTRO_ARC_SCROLL_PUZZLE_CONTENT1_6,"Allerdings fand die Laboruntersuchung [id=28] [id=29] dafür, dass eines der beiden Opfer des [id=32] [id=33]s [id=30] [id=31] hätte.","However, the laboratory investigation found [id=28] [id=29] that either [id=32] [id=33] victim had been a [id=30] [id=31].","Sin embargo, la investigación del laboratorio encontró [id=28] [id=29] de que ninguna de las víctimas de la [id=33] [id=32] fuese [id=31] de [id=30].","Sin embargo, la investigación de laboratorio descubrió [id=28] [id=29] de que alguna de las víctimas de la [id=33] [id=32] hubieran sido [id=31] de [id=30].","Cependant, d'après l'enquête menée par le laboratoire, la [id=29] qu'au moins un des deux individus ayant été victime de la [id=33] [id=32] avait été [id=31] de [id=30] était [id=28].",Dalle indagini di laboratorio non è emersa [id=28] [id=29] che le vittime del [id=33] [id=32] facessero [id=31] di [id=30].,しかし、研究所での調査によると、[id=32]の[id=33]の被害者である両者ともが[id=30][id=31]であった[id=29]は[id=28]であった。,"그러나, 연구소 조사 결과, [id=32] [id=33] 희생자 둘 중 누군가 [id=30] [id=31]이었다는/였다는 [id=29]은(는) [id=28]이었다.","Badanie w laboratorium wykazało [id=28] [id=29] na to, że któraś z tych dwóch ofiar [id=32] [id=33] była [id=31] [id=30].","Entretanto, a investigação forense encontrou [id=28] [id=29] de que quem foi acometido pela [id=33] [id=32] era [id=31] de [id=30].","Ancak laboratuvar incelemeleri, [id=32] [id=33] kurbanlarının ikisinin de [id=30] [id=31] olmalarına dair [id=28] [id=29] buldu.",但是，實驗室檢驗[id=28]發現任何[id=29]顯示[id=32][id=33]死者曾是[id=30][id=31]。
CONFERENCE_OFFICE_BEETLE_CASE2,"Lebende Verwandte:
• Elizabeth Nowak (Tochter)
• Adam Nowak (jüngster Bruder)
• Jack Nowak (Neffe)
","Living relatives:
• Elizabeth Nowak (daughter)
• Adam Nowak (younger brother)
• Jack Nowak (nephew)
","Parientes vivos:
• Elizabeth Nowak (hija)
• Adam Nowak (hermano menor)
•Jack Nowak (sobrino)
","Familiares con vida:
• Elizabeth Nowak (hija)
• Adam Nowak (hermano menor)
• Jack Nowak (sobrino)
","Famille en vie :
• Elizabeth Nowak (fille)
• Adam Nowak (frère cadet)
• Jack Nowak (neveu)
","Familiari in vita:
• Elizabeth Nowak (figlia)
• Adam Nowak (fratello minore)
• Jack Nowak (nipote)
","現存する親類：
• エリザベス・ノーワーク（娘）
• アダム・ノーワーク（弟）
• ジャック・ノーワーク（甥）
","살아있는 가족:
• 엘리자베스 노왁(딸)
• 아담 노왁(남동생)
• 잭 노왁(조카)
","Rodzina:
• Elizabeth Nowak (córka)
• Adam Nowak (młodszy brat)
• Jack Nowak (bratanek)
","Parentes vivos:
• Elizabeth Nowak (filha)
• Adam Nowak (irmão mais novo)
• Jack Nowak (sobrinho)
","Hayattaki yakınları:
• Elizabeth Nowak (kızı)
• Adam Nowak (küçük kardeşi)
• Jack Nowak (yeğeni)
","在世家屬：
• 伊莉莎白·諾瓦克（女兒）
• 亞當·諾瓦克（弟弟）
• 傑克·諾瓦克（姪子）
"
INTRO_ARC_SCROLL_PUZZLE_CONTENT1_5,"[id=26][id=27] wurde wenige Stunden vor der Konferenz ein ähnliches Angebot unterbreitet, das er annahm.","Hours before the conference, [id=26] [id=27] was offered a similar deal and took it.","Unas horas antes de la rueda de prensa, [id=26] [id=27] recibió una oferta similar y la aceptó.","Horas antes de la conferencia, le ofrecieron un trato similar a [id=26] [id=27] y lo aceptó.","Quelques heures avant la conférence, [id=26] [id=27] a reçu une proposition similaire et l'a acceptée.","Poco prima della conferenza stampa, [id=26] [id=27] ha ricevuto una proposta simile e ha accettato.",記者会見の数時間前、[id=26]・[id=27]に同様の申し出が提供され、彼はそれを承認した。,"기자회견이 열리기 몇 시간 전, [id=26] [id=27] 역시 비슷한 거래를 제안받았고 이를 승낙했다.",Na kilka godzin przed konferencją prasową osoba o nazwisku [id=26] [id=27] otrzymała podobną propozycję i przyjęła ją.,"Horas antes da coletiva, [id=26] [id=27] recebeu uma oferta similar e a aceitou.",Toplantıdan saatler önce [id=26] [id=27] da buna benzer bir teklif almıştı ve o da teklifi kabul etmişti.,記者會開始前幾個小時，[id=26] [id=27]收到並接受了相似的提案。
<!MissingKey:Case name: West Bridge case>,"Fallname: West Bridge
Aufgenommen: 4. Dezember 1977
Ermittlung von: Roy Samson
Verstorbener: Sir Isaac Nowak,
weltberühmter Wissenschaftler und Philanthrop.","Case name: West Bridge case
Opened: Dec 4, 1977
Led by: Roy Samson
Deceased: Sir Isaac Nowak,
world-famous scientist and philanthropist.","Nombre del caso: Caso del puente oeste
Abierto: 4 de diciembre de 1977
Liderado por: Roy Samson
Fallecido: sir Isaac Nowak,
científico y filántropo de reconocimiento mundial.","Nombre del caso: Caso de West Bridge
Apertura: 4 de diciembre de 1977
Dirigido por: Roy Samson
Difunto: Sir Isaac Nowak,
científico y filántropo de fama mundial.","Nom du dossier : Affaire du Pont Ouest
Ouverte : 4 décembre 1977
Responsable : Roy Samson
Défunt : Sir Isaac Nowak,
scientifique et philanthrope mondialement connu.","Caso: West Bridge
Aperto il: 4 dic. 1977
Guidato da: Roy Samson
Vittima: sir Isaac Nowak,
Scienziato e filantropo di fama mondiale.","事件名: ウエストブリッジ事件
事件簿登録：1977年12月4日
捜査官：ロイ・サムソン
故人：アイザック・ノーワーク卿
世界的に有名な科学者で慈善家。","사건명: 웨스트브리지 사건
착수일: 1977년 12월 4일
책임자: 로이 샘슨
사망인: 아이작 노왁 경
세계적으로 유명한 과학자이자 자선가.","Nazwa sprawy:
sprawa West Bridge
Otwarta: 4 grudnia 1977 r.
Kieruje: Roy Samson
Martwy: sir Isaac Nowak,
światowej sławy naukowiec i filantrop.","Nome do caso: Caso da Ponte West
Abertura: 4 de dezembro de 1977
Responsável: Roy Samson
Vítima: Sir Isaac Nowak,
cientista e filantropo mundialmente famoso.","Vaka adı: Batı Köprüsü vakası
Dosya tarihi: 4 Ara. 1977
Soruşturmacı: Roy Samson
Merhum: Sör Isaac Nowak,
dünyaca ünlü bilim insanı ve hayırsever.","案件名稱:「西橋」案
調查開始：1977 年 12 月 4 日
組長：羅伊·山姆森
死者：以薩·諾瓦克先生
世界知名科學家和慈善家。"
"<!MissingKey:A few days later, [id=16] [id=17] offered to fund [id=19] [id=20]'s tuition, in exchange for confidentiality about the fact that [id=21] [id=22] had had the [id=24] [id=25].>","Einige Tage später bot [id=16] [id=17] an, [id=19] [id=20]s Studiengebühren zu übernehmen, um das Geheimnis zu wahren, dass [id=21] [id=22] mit dem [id=24] [id=25] in Verbindung stand.","A few days later, [id=16] [id=17] offered to fund [id=19] [id=20]'s tuition, in exchange for confidentiality about the fact that [id=21] [id=22] had had the [id=24] [id=25].","Unos días más tarde, [id=16] [id=17] ofreció financiar los estudios de [id=19] [id=20] a cambio de que no divulgaran que [id=21] [id=22] había sufrido la [id=25] [id=24].","Unos días después, [id=16] [id=17] se ofreció a financiar la matrícula de [id=19] [id=20], a cambio del silencio sobre que [id=21] [id=22] hubiera tenido la [id=25] [id=24].","Quelques jours plus tard, [id=16] [id=17] a offert de financer les frais de scolarité de [id=19] [id=20] en échange d'une confidentialité complète sur le fait que [id=21] [id=22] avait eu la [id=25] [id=24].","Pochi giorni dopo, [id=16] [id=17] si è offerta di pagare la retta di [id=19] [id=20], in cambio del riserbo sul [id=25] [id=24] di [id=21] [id=22].",数日後、[id=16]・[id=17]が[id=19]・[id=20]の学費の資金提供をすると申し出て、その見返りとして[id=21]・[id=22]が[id=24]の[id=25]を受けていたと いう事実 を秘密にするよう 契約を交わした。,"며칠 뒤, [id=16] [id=17]은(는) [id=19] [id=20]의 학비 지원을 제안했고, 그 대가로 [id=21] [id=22]이(가) [id=24] [id=25] 사실을 비밀로 지켜달라고 했다.","Kilka dni później osoba o nazwisku [id=16] [id=17] zaoferowała, że zapłaci czesne osoby o nazwisku [id=19] [id=20] w zamian za zachowanie tajemnicy w sprawie tego, że osoba o nazwisku [id=21] [id=22] była ofiarą [id=24] [id=25].","Passados alguns dias, [id=16] [id=17] ofereceu patrocinar a educação de [id=19] [id=20] em troca de confidencialidade sobre o fato de que [id=21] [id=22] sofria da [id=25] [id=24].","Birkaç gün sonra [id=16] [id=17], [id=21] [id=22] adlı kişinin üstünde [id=24] [id=25] olduğu gerçeğini saklamaları karşılığında [id=19] [id=20] adlı kişinin öğrenim masraflarını karşılamayı teklif etti.",幾天後，[id=16][id=17]收到[id=19][id=20]的學費資助，交換條件是對[id=21][id=22]染上[id=24][id=25]的事情保密
<!MissingKey:Brandon>,Brandon,Brandon,Brandon,Brandon,Brandon,Brandon,ブランドン,브랜든,Brandon,Brandon,Brandon,布蘭登
CONFERENCE_OFFICE_COMPUTER_NOTE,"Sehr geehrter Herr Walsh,
wir gratulieren Ihnen, dass Sie das jüngste Vorstandsmitglied von Weisheit ohne Grenzen geworden sind!
Die nächste Vorstandssitzung findet im Juni statt, anschließend werden Sie eine halbjährliche Vergütung erhalten. Nehmen Sie bitte bis dahin die neueste DAK-II-Rechenmaschine als Ausdruck unserer Wertschätzung entgegen.","Dear Mr Walsh,
Congratulations on becoming Wisdom Interconnected’s newest board member!
Our next board meeting is in June, after which you will receive biannual remuneration.
 
Meanwhile, please accept the latest DAK II computing machine as a token of our appreciation.","Querido Sr. Walsh:
¡Enhorabuena por convertirse en el nuevo miembro de la junta directiva de Conocimiento Interconectado!
La próxima reunión de la junta será en junio, y después recibirá una remuneración bianual.
 Mientras tanto, acepte el modelo más reciente de ordenador DAK II como muestra de nuestro agradecimiento.","Querido Sr. Walsh:
¡Felicitaciones por convertirte en el nuevo miembro de la junta de Sabiduría Interconectada!
Nuestra próxima reunión será en junio, tras la cual recibirás una remuneración semestral.
 
Mientras tanto, acepta la última computadora DAK II como muestra de nuestro aprecio.","Cher M. Walsh,
Félicitations pour votre nouveau poste au conseil de direction de Sagesse interconnectée !
Notre prochaine réunion du conseil se tiendra en juin, après quoi vous recevrez une rémunération semestrielle.
 
En attendant, veuillez accepter le dernier modèle de l'ordinateur DAK II en gage de notre reconnaissance.","Gentile Sig. Walsh,
Congratulazioni per essere diventato il nuovo membro del consiglio di Saggezza interconnessa!
La prossima riunione si terrà nel mese di giugno. In seguito, riceverà una remunerazione semestrale.
Nel frattempo, la preghiamo di accettare il nuovo computer DAK II come segno del nostro apprezzamento.","ウォルシュ氏へ
知識の相互連結の新しい理事会メンバーになられたことにお祝い申し上げます！
次の理事会会議は6月です。その会議後、あなたは年2回の報酬を受け取ることになります。
 
我々の感謝の気持ちとして、最新のDAK IIコンピューターを是非お受け取りください。","월시 님.
위즈덤 인터커넥티드의 새 이사가 되신 것을 축하드립니다!
다음 회의는 6월입니다. 그 후, 하반기 보수를 받게 될 겁니다.
 
아무쪼록 감사의 의미로 최신 DAK II 컴퓨팅 기기를 받아주시기 바랍니다.","Szanowny Panie Walsh!
Gratulujemy, został Pan najnowszym członkiem zarządu Połączonej Mądrości!
Następne spotkanie odbędzie się w czerwcu. Po spotkaniu otrzyma Pan półroczne wynagrodzenie.
 
Oprócz tego w ramach naszego uznania pragniemy przekazać Panu najnowszą maszynę obliczeniową DAK II.","Caro Sr. Walsh,
Parabéns por se tornar o novo membro do conselho da Sabedoria Interconectada!
A próxima reunião de conselho será em junho, depois da qual você receberá sua remuneração bienal.
 
Enquanto isso, por favor aceite o DAK II, computador de última geração, como gesto de apreciação.","Sevgili Bay Walsh,
Birleşik İlim Şirketleri'nin en yeni kurul üyesi olmandan dolayı seni tebrik ediyorum! Haziran'da gerçekleşecek olan sıradaki kurul toplantımızdan sonra altı aylık ücret alacaksın.
 
Şimdilik ise minnettarlığımızın bir simgesi olarak lütfen bu en son model DAK II bilgisayarı kabul et.","親愛的沃許先生，
恭喜您成為智慧互聯網的最新董事成員！
下一場董事會將在六月舉行，在那之後您會收到一年兩次的薪酬。
 
為了表達我們的感謝之意，這款最新型的 DAK II 電腦還請您笑納。"
<!MissingKey:Hunter>,Hunter,Hunter,Cazador,Cazares,Archer,Cacciatore,ハンター,헌터,Hunter,Hunter,Avcı,亨特
<!MissingKey:Red>,Red,Red,Rojo,Red,Red,Red,レッド,레드,Red,Red,Kızıl,紅
<!MissingKey:Wolf>,Wolf,Wolf,Lobo,Lobo,Lupin,Lupo,ウルフ,울프,Wolf,Wolf,Kurt,沃爾夫
CONFERENCE_IAN_WALLET,"Kommissar
Ian Worth","Inspector
Ian Worth","Inspector
Ian Worth","Inspector
Ian Worth","Inspecteur
Ian Worth","Ispettore
Ian Worth","イアン・ワース
警部補","조사관
이안 워스","Inspektor
Ian Worth","Inspetor
Ian Worth","Dedektif
Ian Worth","警官
伊恩·沃思"
<!MissingKey:Pines>,Pines,Pines,Pinos,Pines,Pines,Pines,パインズ,파인즈,Pines,Pines,Çamlar,松
<!MissingKey:Wood>,Wood,Wood,Bosque,Wood,Wood,Wood,ウッド,우드,Wood,Wood,Orman,木
<!MissingKey:prison>,Gefängnis,prison,prisión,prisión,la prison,prigione,刑務所,감옥,więzieniu,prisão,Hapishanesi,監獄
<!MissingKey:I will talk about the mysterious deaths in our city.>,Ich spreche nun über die mysteriösen Tode in unserer Stadt.,I will talk about the mysterious deaths in our city.,Voy a hablar de las misteriosas muertes en nuestra ciudad.,Hablaré sobre las misteriosas muertes en nuestra ciudad.,Je vais vous parler des morts mystérieuses qui ont eu lieu dans notre ville.,Parlerò delle morti misteriose nella nostra città.,私たちの街で起こった不可解な死について話すことにする。,이 도시에서 발생한 미스터리한 죽음에 대해 이야기하겠습니다.,Mam informacje o tajemniczych zgonach w naszym mieście.,Falarei sobre as mortes misteriosas na nossa cidade.,Şehrimizde gerçekleşen gizemli ölümler hakkında konuşacağım.,我要談談我們城市裡的神祕死亡事件。
<!MissingKey:hotel>,Hotel,hotel,hotel,hotel,l’hôtel,albergo,ホテル,호텔,hotelu,hotel,Oteli,旅館
<!MissingKey:Sweet>,Sweet,Sweet,Dulces,Sweet,Sweet,Sweet,スウィート,스위트,Sweet,Sweet,Tatlı,甜
<!MissingKey:asylum>,Anstalt,asylum,psiquiátrico,manicomio,l’asile,manicomio,精神科病院,정신병원,szpitalu,sanatório,Akıl Hastanesi,精神病院
BRIDGE_ISAAC_NOTE_BODY2,"DIE MÄNGEL DER NOWAK-ALGORITHMEN
 
 
 
 
 
 
IM ZEITALTER DER COMPUTER IST DIE MATHEMATIK DIE NEUE HERAUSFORDERUNG","THE SHORTCOMINGS OF NOWAK'S ALGORITHMS
 
 
 
 
 
 
IN THE AGE OF COMPUTERS, MATH IS THE NEW FRONTIER","LAS CARENCIAS DE LOS ALGORITMOS DE NOWAK
 
 
 
 
 
 
EN LA ERA DE LOS ORDENADORES, LAS MATEMÁTICAS SON LA NUEVA FRONTERA","LAS DEFICIENCIAS DE LOS ALGORITMOS DE NOWAK
 
 
 
 
 
 
EN LA ERA DE LAS COMPUTADORAS, LAS MATEMÁTICAS SON LA NUEVA FRONTERA","LES DÉFAUTS DES ALGORITHMES DE NOWAK
 
 
 
 
 
 
À L'ÈRE DES ORDINATEURS, LES MATHÉMATIQUES SONT LA NOUVELLE FRONTIÈRE","I LIMITI DEGLI ALGORITMI DI NOWAK
 
 
 
 
 
 
LA MATEMATICA COME NUOVA FRONTIERA NELL'ERA DEI CALCOLATORI ELETTRONICI","ノーワークのアルゴリズムの欠陥
 
 
 
 
 
 
コンピューターの時代、数学が新たな最先端領域となる","노왁 알고리즘의 결점
 
 
 
 
 
 
컴퓨터의 시대에서 수학은 새로운 개척지","WADY ALGORYTMÓW NOWAKA
 
 
 
 
 
 
W ERZE KOMPUTERÓW DO PRZEŁOMÓW PROWADZI MATEMATYKA","AS LIMITAÇÕES DOS ALGORITMOS DE NOWAK
 
 
 
 
 
 
NA ERA DOS COMPUTADORES, A MATEMÁTICA É A NOVA FRONTEIRA","NOWAK ALGORİTMASININ EKSİKLİKLERİ
 
 
 
 
 
 
BİLGİSAYAR ÇAĞINDAKİ REHBERİMİZ: MATEMATİK","諾瓦克演算法的缺陷
 
 
 
 
 
 
在電腦時代，數學是最重要的領域"
CONFERENCE_MORGUE_GECKO_CASENAME,Gecko 71,Gecko 71,Lagarto 71,Geco 71,Lézard 71,Geco 71,ヤモリ 71,도마뱀 71,Gekon 71,Lagartixa 71,Geko 71,壁虎 71
BRIDGE_ISAAC_NOTE_BODY3,Ich möchte in einer inspirierenden Rede nicht meine eigene Arbeit kritisieren.,I don't want to criticize my own work in an inspirational speech,No quiero criticar mi propio trabajo en un discurso motivacional,No quiero criticar mi propio trabajo en un discurso inspirador,Il serait malvenu de critiquer mon propre travail dans un discours censé être inspirant,Non voglio criticare il mio lavoro in un discorso d'incoraggiamento,感銘を与えるはずのスピーチで自分の研究内容を批判するのは避けたい,영감을 주는 연설에서 내 연구를 스스로 비판하고 싶지 않네,"Nie chcę krytykować własnej pracy w przemówieniu, które ma inspirować",Não quero criticar meu próprio trabalho num discurso motivacional,İlham verici bir konuşma sırasında kendi çalışmalarımı eleştirmek istemiyorum.,我不想在一個啟發後進的演講中批評我自己的作品
BRIDGE_ISAAC_NOTE_BODY1,"Welchen Titel würden Sie für die Rede zur Abschlussfeier der Imperial University bevorzugen, Sir?","Sir, which of these speech titles do you prefer for the graduation ceremony at Imperial University?","Señor, ¿cuál de estos títulos prefiere para el discurso de la ceremonia de graduación de la Universidad Imperial?",Señor: ¿Cuál de estos títulos de discursos prefiere para la ceremonia de graduación de la Universidad Imperial?,"Monsieur, lequel de ces titres préférez-vous pour votre discours lors de la cérémonie à l'Université Impériale ?","Signore, quale titolo preferisce per il discorso della cerimonia di laurea all'Università Imperiale?",インペリアル大学での卒業式で使うスピーチについてですが、どちらのタイトルの方がお好みですか？,"선생님, 임페리얼 대학 졸업식 연설 제목으로 다음 중 어떤 게 마음에 드십니까?",Oto tytuły przemówienia na ceremonię ukończenia studiów na Uniwersytecie Imperialnym. Który Panu najbardziej odpowiada?,"Senhor, quais desses títulos você prefere para seu discurso na cerimônia de graduação na Imperial University?","Sayın Sör,
İmparatorluk Üniversitesi'ndeki mezuniyet töreni için bu konuşma başlıklarından hangisini tercih edersiniz?",先生，在帝國大學畢業典禮上的演講題目，這幾個之中您想要哪一個？
CONFERENCE_INTERVIEW_ANSWER2,"Das ist nur eine Kurzformel. Wir sind fest davon überzeugt, dass die Todesfälle mit einem dämonenanbetenden DROGEN-Kult in Verbindung stehen, und wir planen, externe Experten hinzuzuziehen.","It’s just shorthand. We strongly believe the deaths are linked to a demon-worshiping DRUG cult, and we plan to involve experts from out of state.","Es un mero nombre en clave. Creemos firmemente que las muertes están conectadas con una secta narcótica satánica, por lo que vamos a involucrar a expertos de otros estados.","Es solo una abreviatura. Creemos firmemente que las muertes están conectadas a un culto al demonio de la DROGA, y planeamos involucrar expertos fuera del Estado.","C'est un raccourci, rien de plus. Nous avons toutes les raisons de penser que ces décès sont liés à un culte de DROGUÉS adorateurs de démons, et avons l'intention de faire appel aux experts d'États voisins.","È solo un nome. Crediamo fermamente che i decessi siano legati a un culto della DROGA che adora i demoni, e intendiamo coinvolgere esperti da fuori stato.",ただ簡略化する意味でそう呼んでいるだけです。我々は彼らの死が悪魔を崇拝する薬物カルトと繋がっていると強く考えており、州外の専門家の協力を得る予定です。,"그냥 약칭입니다. 경찰은 이 사망 사건이 악마 숭배 마약 사이비 집단과 관련 있다고 굳게 믿으며, 주 외부의 전문가와 협력할 계획입니다.","To tylko nazwa. Jesteśmy przekonani, że ten kult czczący demony tak naprawdę zajmuje się narkotykami. Planujemy zaangażować w tę sprawę ekspertów spoza stanu.",É só uma abreviatura. Acreditamos que as mortes estejam relacionadas a uma seita de adoração aos demônios que faz o uso de DROGAS e chamaremos especialistas de fora para o caso.,"Bu sadece bir kısaltma. Ölümlerin, şeytana tapan bir UYUŞTURUCU tarikatıyla bağlantılı olduğuna kuvvetle inanıyoruz ve eyalet dışından uzmanları da dâhil etmeyi planlıyoruz.",這只是個簡稱。我們堅信這幾起命案與一個崇拜惡魔的「毒品」邪教有所關連，而我們打算調派其他城市的專家參與辦案。
CONFERENCE_INTERVIEW_ANSWER3,"Wir haben es hier mit echten Verbrechen zu tun.
 
Die nächste Frage, bitte!","We deal with real crime, sir, not fantasy.
 
Next question, please!","Tratamos con crímenes de verdad, señor, nada de fantasías.
 
¡Siguiente pregunta!","Manejamos casos reales, señor, no fantasía.
 
¡Siguiente pregunta, por favor!","Nous nous occupons de vrais crimes, monsieur, pas de science-fiction.
 
Question suivante, je vous prie !","Trattiamo crimini reali, non fantascienza.
 
Prossima domanda?","我々は架空の犯罪ではなく、実際の犯罪を扱う機関
です。
 
次の質問を！","우리는 진짜 범죄를 다룹니다. 판타지가 아니라요.
 
다음 질문 하세요!","Zajmujemy się przestępstwami, a nie bajkami.
 
Następne pytanie!","Nós lidamos com crimes reais, senhor, e não fantasia.
 
Próxima pergunta!","Biz gerçek suçlarla uğraşıyoruz efendim, kurguyla değil.
 
Sıradaki soru lütfen!","我們在偵辦的是真實案件，不是奇幻小說。
 
下一個問題，謝謝！"
