key,de,en,es,es_MX,fr,it,ja,ko,pl,pt_BR,tr,zh_TW
EVICTION_HINT_BELIEFS_3,"Das Ziel der Harmony Foundation ist es, die negativen Emotionen der Menschen zu reduzieren und sie durch positive zu ersetzen.",The foundation’s ambition is to reduce people’s negative emotions and replace them with positive ones.,La ambición de la fundación es reducir las emociones negativas de la gente y sustituirlas por positivas.,La ambición de la fundación es reducir las emociones negativas de la gente y reemplazarlas por emociones positivas.,L'ambition de la fondation est de réduire les émotions négatives des gens et de les remplacer par des émotions positives.,L'obiettivo della fondazione era ridurre le emozioni negative delle persone e sostituirle con quelle positive.,財団の野望。それは人々から否定的な感情を減らし、それを肯定的な感情に置き換えることである。,재단의 목표는 사람들에게서 부정적인 감정을 줄이고 긍정적인 감정으로 채워넣는 것입니다.,Fundacja pragnie zmniejszyć u ludzi poziom negatywnych emocji i zastąpić je pozytywnymi.,A ambição da fundação é reduzir as emoções negativas e substituí-las por emoções positivas.,"Vakfın amacı, insanların olumsuz duygularını azaltıp bunları olumlu duygularla değiştirmek idi.",基金會的野心是要減少人們的負面情緒，並用正向情緒取而代之。
WAREHOUSE_HINT_SYNTHESIZER_2,Die Leiche im Lagerhaus ist noch immer warm. Hunter Wolf hat mit der Reichweite von G.O.L.D. experimentiert.,The body in the warehouse is still warm. Hunter Wolf has been experimenting with the I.D.O.L.’s range limits.,El cadáver del almacén aún está caliente. Cazador Lobo ha estado experimentando con los límites del alcance del ÍDOLO.,El cadáver en el depósito aún está tibio. Cazares Lobo ha estado experimentando con el alcance del I.D.O.L.O.,Le corps dans l'entrepôt est encore chaud. Loup Chasseur a mené des expériences sur la portée de l'I.D.O.L.,Il corpo nel magazzino è ancora caldo. Cacciatore Lupo ha sperimentato i limiti di portata dell'I.D.O.L.,倉庫の中の遺体はまだ温かい。ハンター・ウルフはI.D.O.L.の最大射程距離を実験していた。,창고의 시체에는 아직 온기가 있습니다. 헌터 울프는 I.D.O.L의 사정거리가 얼마인지 실험하고 있습니다.,Ciało w magazynie wciąż jest ciepłe. Hunter Wolf eksperymentował z limitem zasięgu SOWI.,O corpo no depósito ainda não esfriou. Hunter Wolf realizou experimentos com os limites do alcance do I.D.O.L.,"Depodaki ceset henüz vücut ısısını kaybetmemiş. Avcı Kurt, İ.D.O.L.'ün menzil sınırlarıyla ilgili deneyler yapıyormuş.",倉庫裡的屍體還是溫熱的。亨特·沃爾夫在進行關於 I.D.O.L. 範圍限制的實驗。
EVICTION_HINT_BELIEFS_1,Was wird auf den beiden Wandteppichen im unteren Zimmer dargestellt? ,What is being depicted on the two tapestries in the room downstairs? ,¿Qué representan los dos tapices que hay en la habitación de abajo? ,¿Qué hay representado en los dos tapices en el cuarto de abajo? ,Que représentent les deux tapisseries dans la pièce du bas ? ,Cosa è rappresentato sui due arazzi al piano inferiore? ,階下の部屋にある二つのタペストリーには何が描かれているのか？ ,아래층 방에 걸려 있는 두 개의 태피스트리에는 무엇이 묘사되어 있나요? ,Co jest przedstawione na dwóch gobelinach w pokoju na dole? ,O que está representado nas duas tapeçarias do recinto no andar de baixo? ,Alt kattaki odada asılı olan posterlerde ne resmedilmekte? ,樓下房間裡的兩張掛毯上繪得是是什麼？ 
WAREHOUSE_HINT_SYNTHESIZER_3,Harry Stone hatte keinerlei musikalisches Talent.,Harry Stone was not musically gifted.,Harry Stone no tenía talento musical.,Harry Stone no tenía talento musical.,Harry Stone n'était pas doué pour la musique.,Harry Stone non era musicalmente dotato.,ハリー・ストーンには音楽の才能がない。,해리 스톤은 음악적 재능이 없었습니다.,Harry Stone nie był utalentowany muzycznie.,Harry Stone não tinha dons musicais.,"Harry Stone'un, müzikal açıdan yetenekli olduğu söylenemez.",哈利·史東沒有音樂天分。
WAREHOUSE_HINT_SYNTHESIZER_1,Wer sollte seine musikalischen Fähigkeiten auf die Probe stellen?,Who was meant to show off their musical talent?,¿Quién se suponía que iba a mostrar su talento musical?,¿Quién iba a mostrar su talento musical?,Qui était supposé effectuer une performance musicale ?,Chi doveva mostrare il suo talento musicale?,音楽の才能を披露するつもりだったのは誰か？,자기의 음악적 재능을 보여주려고 했던 인물은 누구인가요?,Kto miał zademonstrować swój talent muzyczny?,Quem deveria demonstrar talentos musicais?,Normalde kim müzikal yeteneklerini sergileyecekmiş?,誰原本應該要展現他的音樂長才？
BOARDROOM_HINT_DEMONSTRATION_TITLE,Die Vorführung,The demonstration,La demostración,La demostración,La démonstration,La dimostrazione,実演,시연,Demonstracja,A demonstração,Tanıtım,演示
CONFERENCE_HINT_PHOTO_TITLE,Foto im Abfall,Photo in the trash can,Foto en el cubo de basura,Foto en el cesto de basura,Photo dans la poubelle,Foto nel cestino,ゴミ箱の写真,쓰레기통 속 사진,Zdjęcie w koszu na śmieci,Foto na lixeira,Çöp kutusundaki fotoğraf,垃圾桶裡的照片
PRISON_HINT_ESCAPE_1,Wie sah der effizienteste Weg von der Zelle des Entflohenen nach draußen aus? ,What was the most efficient path from the escapee’s cell to the outside world? ,¿Cuál era la ruta más eficaz para llegar desde la celda del fugitivo hasta el mundo exterior? ,¿Cuál era el mejor camino desde la celda del fugitivo hasta el mundo exterior? ,Quel était le meilleur trajet de la cellule de l'évadé jusqu'à l'extérieur ? ,Qual è il percorso più efficiente dalla cella del fuggitivo al mondo esterno? ,脱走者の独房から外の世界へ出る最も効率的な経路は何だろうか？ ,탈옥범의 감방에서 바깥 세상으로 나가는 가장 효율적인 경로는 뭐였을까요? ,Jaka jest najlepsza droga prowadząca uciekiniera z celi na zewnątrz? ,Qual foi o caminho mais eficaz da cela do fugitivo para fora? ,Firari mahkûmun hücresinden dış dünyaya kaçmak için kullanılabilecek en kısa yol hangisi olurdu? ,從逃犯牢房到外界最有效率的路線是什麼？ 
PRISON_HINT_ESCAPE_3,"Nachdem er die Gitterstäbe aus seinem Zellenfenster entfernt hatte, benutzte der Gefangene sie für den letzten Schritt seiner Flucht. ","After removing the bars from his cell window, the prisoner used them for the final step of his escape. ","Después de quitar los barrotes de la ventana de su celda, el recluso las utilizó para el último paso de su huida. ","Después de quitar las barras de la ventana de su celda, el prisionero las usó para el paso final de su escape. ","Après avoir retiré les barreaux de la fenêtre de sa cellule, le prisonnier s'en est servi pour la dernière étape de son évasion. ","Dopo aver rimosso le sbarre dalla finestra della cella, il prigioniero le ha usate per la fase finale della sua fuga. ",独房の窓から鉄格子を外した後、囚人はそれらのアイテムを脱出の最終段階に使用した。 ,"죄수는 감방 창문에서 창살을 떼어낸 다음, 그걸로 탈출 마지막 단계에 사용했습니다. ",Po usunięciu krat z okna celi uciekinier wykorzystał je w ostatnim etapie ucieczki. ,"Após remover as barras da janela da cela, o prisioneiro as usou para a última etapa da fuga. ","Mahkûm, hücre penceresindeki parmaklıkları çıkardıktan sonra onları kaçış planının son adımında da kullanmış. ",囚犯在拆除牢房窗戶上的鐵柵欄後，利用它們完成了越獄的最後一步。 
PRISON_HINT_ESCAPE_TITLE,Der Fluchtweg,The means of escape,El método de fuga,El medio de escape,Les moyens d'évasion,Le vie di fuga,脱獄の意味,탈출 방법,Sposób ucieczki,Meios de fuga,Firar etme araçları,逃跑方式
PRISON_HINT_ESCAPE_2,"Um seinen Plan in die Tat umzusetzen, benötigte er drei Gegenstände. Einen erhielt er von einem Wärter, einen von einem Mitgefangenen und einen von einem externen Freund. ","To enact his plan, he needed three items. He received one from a guard, one from a fellow inmate, and one from an external friend. ","Necesitó tres objetos para llevar a cabo su plan. Uno se lo dio un guardia, otro un compañero suyo y otro una amistad del exterior. ","Para llevar a cabo su plan, necesitaba tres objetos. Recibió uno de un guardia, uno de otro prisionero y uno de un amigo del exterior. ","Pour mettre son plan à exécution, il avait besoin de trois objets. Il en a reçu un d'un gardien, un d'un autre prisonnier et un d'un ami de l'extérieur. ","Per attuare questo piano, aveva bisogno di tre oggetti. Uno lo ha ricevuto da una guardia, uno da un detenuto e l'ultimo da un amico all'esterno. ",彼が計画を実行するには、3つのアイテムが必要だった。彼は看守から1つ、囚人仲間から1つ、外部の友人から1つを調達した。 ,"탈옥범은 계획을 실행하는 데 세 가지 물건이 필요했습니다. 하나는 경비원에게서, 하나는 동료 수감자에게서, 다른 하나는 바깥의 친구에게서 받았죠. ","Aby zrealizować swój plan, uciekinier potrzebował trzech przedmiotów. Jeden otrzymał od strażnika, jeden od współwięźnia, a jeden od znajomego z zewnątrz. ","Para realizar o plano, ele precisava de três coisas. Ele recebeu uma de um guarda, outra de um detento e a última de um amigo de fora. ","Planını gerçekleştirebilmesi için üç öğeye ihtiyacı varmış. Bunlardan birini bir muhafızdan, diğerini başka bir mahkûmdan ve ötekisini ise dışarıdaki bir dostundan almış. ",執行越獄計劃共需要三樣物品。他從獄卒那裡收到了一個，從獄友那裡收到一個，再從一位外部朋友那裡收到一個。  
CHAPTER4_HINT_SYMBOLS_1,Wie lang liegt Declans Training zurück? ,How long ago was Declan’s training? ,¿Cuánto tiempo hace de la formación de Declan? ,¿Hace cuánto hizo Declan el entrenamiento? ,À quand remonte l'entraînement de Declan ? ,A quando risale l'addestramento di Declan? ,デクランのトレーニングはどれくらい前だったのか？ ,데클란이 훈련을 받은지 얼마나 되었나요? ,Kiedy odbyło się szkolenie Declana? ,Há quanto tempo aconteceu o treinamento de Declan? ,Declan'ın eğitimi ne kadar süre önceymiş? ,迪克蘭在多久以前接受了訓練？ 
HINT_EVIDENCE_BUTTON,Hast du an alle Beweise gedacht? ,Have you considered all the evidence? ,¿Has tenido en cuenta todas las pruebas? ,¿Consideraste todas las pruebas? ,Avez-vous tenu compte de toutes les preuves ? ,Hai considerato tutte le prove? ,すべての証拠を検討しましたか？ ,증거를 모두 고려하셨나요? ,Czy wszystkie dowody zostały wzięte pod uwagę? ,Já considerou todas as provas? ,Tüm delilleri ele aldın mı? ,你已經考慮過所有證據了嗎？ 
CHAPTER4_HINT_SYMBOLS_3,"Jede Person hat entweder ein „Geben“- oder ein „Nehmen“-Symbol, auf das ein Symbol folgt, das einen bestimmten Zeitraum angibt, sowie ein Symbol für das, was gegeben oder genommen wurde.","Each person has either a ‘give’ or a ‘take’ symbol, followed by a symbol denoting a specific time period, and a symbol for what was being given or taken.","Cada persona tiene un símbolo de «dar» o «quitar», seguido de un símbolo que especifica un periodo de tiempo y un símbolo de lo que se ha dado o quitado.","Todos tienen un símbolo de «dar» o «tomar», seguido de un símbolo que especifica un periodo y un símbolo de lo que se dio o tomó.","Chaque personne s'est vue attribuer soit un symbole « Donner », soit un symbole « Prendre », suivi d'un symbole indiquant une période spécifique et d'un symbole indiquant ce qui a été donné ou pris.","Ogni persona aveva un simbolo ""dare"" o ""prendere"", seguito da un simbolo che denotava uno specifico periodo di tempo e un simbolo per quello che era stato dato o preso.",各人のブレスレットには「与える」または「取る」のシンボルがあり、その後に特定の期間を示すシンボル、そして何が与えられたか、何を取ったかを示すシンボルが続いている。,"각 사람의 팔찌에는 '주기'나 '받기' 상징이 있으며, 특정 기간을 나타내는 상징과 무엇을 주거나 받았는지에 관한 상징이 있습니다.","Każda osoba ma symbol „daj” lub „weź”, po którym następuje symbol oznaczający okres czasu oraz symbol tego, co zostało dane lub zabrane.","Cada pessoa tem um símbolo de “dar” ou “pegar”, seguido de outro símbolo denotando um período específico e um símbolo para o que foi dado ou obtido.","Her kişide, belirli bir süre aralığını ifade eden bir sembolün ve neyin verildiğini veya alındığını ifade eden bir sembolün yanı sıra ya ""al"" ya da ""ver"" sembolü bulunuyor.",每個人都有一個「給予」或「接受」符號，後面跟著一個指出特定時間段的符號，還有一個表示給予或接受的符號。
AUCTION_HINT_ELECTROCUTION_TITLE,Der Elektroschock,The electrocution,La electrocución,La electrocución,L'électrocution,L'elettrocuzione,感電死,감전,Porażenie prądem,A eletrocussão,Elektrik çarpması,觸電
CHAPTER4_HINT_SYMBOLS_2,"Auf dem Armband aller Testteilteilnehmer sind die Symbole abgebildet, die während des Tests verwendet wurden. ",Each study participant’s bracelet shows the symbols used during their test. ,Las pulseras de todos los participantes del estudio muestran los símbolos utilizados durante sus pruebas. ,Todas las pulseras de los participantes en el estudio muestran los símbolos utilizados durante su prueba. ,Les symboles utilisés lors des tests de chaque participant de l'étude sont indiqués sur leur bracelet. ,Il bracciale di ogni partecipante mostra i simboli utilizzati durante il test. ,各研究参加者のブレスレットには、テスト中に使用されたシンボルが刻まれている。 ,각 연구 참가자의 팔찌에는 실험 중 사용된 상징이 표시되어 있습니다. ,Bransoletka każdego uczestnika badań pokazuje użyte dla nich symbole. ,O bracelete de cada participante do estudo mostra o símbolo usado no teste. ,Araştırma çalışmasına katılanların bilekliklerinde deney sırasında kullanılan semboller bulunuyor. ,每個研究參與者的手鐲上都會顯示他們測試期間使用的符號。 
ASYLUM_HINT_IDENTITY_2,"Gewisse Zellennummern können ausgeschlossen werden, und es gibt ein Muster, das anzeigt, welche Zelle die des Mörders ist.","Some cell numbers can be ruled out, and there is a pattern that indicates which cell is the killer’s.",Algunos números de celdas se pueden descartar y hay un patrón que indica cuál es la celda del asesino.,Se pueden descartar los números de algunas celdas y hay un patrón que indica cuál es la celda del asesino.,"Certains numéros de cellule peuvent être écartés, et une certaine séquence indique la cellule du coupable.",È possibile escludere i numeri di alcune celle ed ovviamente esiste uno schema che indica quale sia la cella dell'assassino.,病室番号の一部には除外できるものもある。またどの病室が殺人犯のものであるかを指し示すパターンもある。,"몇 개 병실은 후보에서 제할 수 있으며, 특정한 패턴으로 살인자의 병실을 알아낼 수 있습니다.","Niektóre numery pokoi można wykluczyć. Istnieje też pewien schemat, który sugeruje pokój zabójcy.",Dá para desconsiderar alguns números de cela — e há um padrão que indica qual é a cela do assassino.,"Bazı hücre numaralarını göz ardı edebilirsin. Ayrıca hücreler, hangi hücrenin katile ait olduğunu belirtecek bir şekilde numaralandırılmış.",部分牢房號碼是有跡可循的，並且有一個規則可以找到哪一間是殺手的牢房。
ASYLUM_HINT_IDENTITY_3,Die Zelle des Mörders ist geradzahlig und befindet sich unmittelbar vor der Zelle 204. Die Notizen der Krankenschwester verraten seine Identität.,"The killer is in an even-numbered cell, immediately before 204. The nurse’s notes will reveal his identity.",El asesino está en una celda con número par anterior a 204. Las notas del enfermero revelan su identidad.,"El asesino está en una celda que tiene número par, inmediatamente antes del 204. Las notas del enfermero revelarán su identidad.",Le coupable est dans une cellule au nombre pair juste avant 204. Les notes de l'infirmier révèlent son identité.,Il numero della cella dell'assassino è pari ed è immediatamente precedente al 204. Gli appunti dell'infermiere sveleranno la sua identità.,殺人犯の病室番号は、204番直前の偶数番で、看護師の覚書から彼の素性が明らかになる。,"범인은 짝수 병실에 있으며, 204번 바로 이전에 있습니다. 간호사의 노트로 정체를 밝힐 수 있습니다.",Zabójca znajduje się w celi z parzystym numerem zaraz przed 204. Jego tożsamość ujawnią notatki pielęgniarza.,"O assassino está numa cela de número par, imediatamente antes de 204. As anotações do enfermeiro revelarão sua identidade.","Katilin hücre numarası, çift sayılı ve 204'ten hemen önce geliyor. Hemşirenin notları, katilin kimliği hakkında bilgi sağlayabilir.",殺手住在偶數牢房，就在 204 以前。護士的筆記會揭露他的身分。
HINT_WARNING,"Feststecken und sich durchbeißen, um eine Lösung zu finden, das ist das Herzstück dieses Spiels. Nimm dir die folgenden Ratschläge zu Herzen, bevor du zu Hinweisen greifst: ","Getting stuck and working through challenges to find a solution is at the heart of this game. Before you resort to hints, we suggest you ask yourself the following questions: ","Atascarse y superar los desafíos hasta encontrar una solución es la esencia de este juego. Antes de recurrir a las pistas, te recomendamos que te hagas las siguientes preguntas: ","Atascarse y enfrentar desafíos para encontrar una solución es la esencia de este juego. Antes de recurrir a las pistas, te sugerimos que consideres los siguientes consejos: ","Coincer et persévérer malgré les difficultés pour trouver une solution est au cœur de ce jeu. Avant de recourir aux indices, nous vous suggérons de vous poser les questions suivantes : ","Arenarsi e cercare una soluzione attraverso le sfide sono l'essenza di questo gioco. Prima di ricorrere agli indizi, ti suggeriamo di farti le seguenti domande: ",チャレンジに行き詰まっても解決に取り組み続けることがこのゲームの肝となっています。ヒントに頼る前に、次の質問を自問自答してみるのもいいかもしれません： ,플레이하다 막히면서 난제를 극복하고 해결책을 찾는 것이 이 게임의 진정한 묘미입니다. 힌트를 보기 전에 스스로에게 다음 질문을 해 보세요. ,"Nawet jeśli utkniesz, postaraj się samodzielnie znaleźć rozwiązanie. To stanowi podstawę tej gry. Zanim skorzystasz z podpowiedzi, zadaj sobie następujące pytania: ","A ideia do jogo é superar os desafios para encontrar uma solução para os problemas. Antes de recorrer às dicas, sugerimos que pense no seguinte: ",Bir yerde takılmak ve engelleri aşmak için bir çözüm bulmaya çalışmak bu oyunun temelini oluşturuyor. İpuçlarına başvurmadan önce kendine aşağıdaki soruları sormanı öneririz: ,遇到瓶頸再設法突破挑戰以找出解法，就是本遊戲的核心。在你求助於提示之前，我們建議你自問下列問題： 
ASYLUM_HINT_IDENTITY_1,In welcher Zelle fand das Ereignis statt?,In which cell did the events take place?,¿En qué celda transcurrieron los hechos?,¿En qué celda ocurrieron los hechos?,Dans quelle cellule se sont déroulés les événements ?,In quale cella si sono svolti gli eventi?,事件が起きたのはどの病室だろうか？,사건이 일어난 곳은 어느 병실인가요?,W którym pokoju zaszły te wydarzenia?,Em que cela aconteceram os eventos?,Bu olaylar hangi hücrede gerçekleşmiş?,這些事件在哪一個牢房發生？
FINALE_HINT_BROADCAST_3,Jack Nowak bediente während der fehlgeschlagenen Übertragung die Kamera.,Jack Nowak was operating the camera during the failed transmission.,Jack Nowak era quien manejaba la cámara durante la retransmisión fallida.,Jack Nowak estaba operando la cámara durante la transmisión fallida.,Jack Nowak filmait lorsque la diffusion a échoué.,Jack Nowak stava azionando la telecamera durante la trasmissione non riuscita.,転送に不具合が発生していた時、ジャック・ノーワークはカメラを操作していた。,잭 노왁은 방송 송출이 실패했을 때 카메라를 조작하고 있었습니다.,Jack Nowak obsługiwał kamerę podczas nieudanej transmisji.,O Jack Nowak estava operando a câmera durante a transmissão fracassada.,Başarısız olan yayın sırasında kamerayı Jack Nowak çalıştırıyormuş.,傑克·諾瓦克在傳送失敗期間正在操作攝影機。
HINT_VIEW_SHORT_HINT,Leitfrage,Leading question,Pregunta orientativa,Pregunta principal,Question orientée,Domanda principale,誘導尋問,유도 질문,Istotne pytanie,Dúvida em questão,Asıl Soru,主要問題
AVIARY_HINT_BIRDS_TITLE,Die Vögel ,The birds ,Los pájaros ,Las aves ,Les oiseaux ,I volatili ,鳥 ,새들 ,Ptaki ,Os pássaros ,Kuşlar ,鳥 
FINALE_HINT_BROADCAST_2,"Die verdorbene O-Range-Flasche auf dem Dach wurde von der gleichen Person platziert, die einen Brief an Eugene schrieb.",The tainted bottle of O-Range was placed on the roof by the same person who sent a letter to Eugene.,La persona que envió una carta a Eugene también fue quien colocó la botella contaminada de O-Range en el tejado.,La persona que puso la botella contaminada de Naranja-DA en el techo es la misma que le envió una carta a Eugene.,La bouteille d'O-Range trafiquée a été placée sur le toit par la même personne qui a envoyé la lettre à Eugene.,La bottiglia contaminata dall'O-Range è stata messa sul tetto dalla stessa persona che ha mandato la lettera a Eugene.,汚染されたオーレンジのボトルは、ユージーンに手紙を送ったのと同じ人物によって屋根に置かれた。,유진에게 편지를 보낸 인물은 옥상에 맛이 이상한 O-렌지 병을 둔 사람과 동일합니다.,"Butelka zepsutej Po-Marańczy została umieszczona na dachu przez tę samą osobę, która wysłała liścik do Eugene’a.",A mesma pessoa que enviou a carta para Eugene colocou a garrafa estragada de O-Range no telhado.,"Bozuk O-rtakal ile dolu olan şişe, Eugene'e mektup yollayan kişi tarafından çatıya yerleştirilmiş.",被污染的歐蘭橘瓶子是寫信給尤金的同一個人拿去放在屋頂上的。
FINALE_HINT_BROADCAST_1,Was haben die Zuschauer während der Werbepause gesehen?,What did the spectators see during the commercial break?,¿Qué vieron los espectadores durante la pausa publicitaria?,¿Qué vieron los espectadores durante la pausa comercial?,Qu'est-ce que les spectateurs ont vu pendant la page de publicité ?,Cosa hanno visto gli spettatori durante la pubblicità?,コマーシャル休憩中に観客は何を見たのだろうか？,관람객은 중간 광고에서 무엇을 보았나요?,Co widzowie zobaczyli podczas przerwy reklamowej?,O que os espectadores viram durante a pausa para o comercial?,İzleyiciler reklam arasında ne görmüş?,廣告時段觀眾看到了什麼？
MUSEUM_HINT_DRAWINGS_TITLE,Die antiken Zeichnungen,The ancient drawings,Los dibujos ancestrales,Los dibujos ancestrales,Les dessins antiques,I disegni antichi,古めかしい絵,고대 그림,Starożytne obrazki,As gravuras antigas,Kadim çizimler,古代繪畫
MUSEUM_HINT_DRAWINGS_1,"Was bedeutet es, wenn die Punkte an der Seite einer Diskette rot werden?",What does it mean when the dots on the side of a disk turn red?,¿Qué significa que los puntos del lateral de un disco se pongan rojos?,¿Qué significa que los puntos al costado de un disco se pongan rojos?,"Lorsque les voyants sur le côté du disque deviennent rouges, qu'est-ce que cela signifie ?",Cosa vuol dire quando i punti sul lato di un disco diventano rossi?,ディスク側面の点が赤くなるのは何を意味しているのだろうか？,디스크 옆의 점들이 빨간색이 되면 무슨 뜻인가요?,"Co to znaczy, gdy kropki na boku dysku robią się czerwone?",O que significa os pontos na lateral de um disco ficarem vermelhos?,Bir diskin yanındaki noktaların kırmızıya dönmesi ne anlama geliyor?,磁碟側面的點變成紅色代表什麼？
MUSEUM_HINT_DRAWINGS_2,"Es ist wichtig, dass der Hirschkopf auf der Diskette und dem Götzen ist.",It is significant that Deer’s face appears on both the disk and the idol.,Es importante que la cara de Deer aparezca tanto en el disco como en el ídolo.,Es importante que el rostro de Deer aparezca en el disco y en el ídolo.,Le fait que le visage de Biche apparaisse à la fois sur le disque et sur l'idole est important.,È significativo che il volto di Deer sia apparso sul disco e sull'idolo.,ディスクと像の両方にシカの顔が登場していることは特筆すべきだ。,디스크와 우상 둘 다에서 디어의 얼굴을 볼 수 있는 건 매우 중요합니다.,"Twarz Deera pojawia się zarówno na dysku, jak i na bożku. Ma to duże znaczenie.",O rosto de Deer aparecer no disco e no ídolo tem um significado.,Deer'ın yüzünün hem diskin hem de idolün üzerinde görünmesi çok önemli bir ayrıntı.,鹿的臉同時出現在磁碟和神像上這件事很值得注意。
MUSEUM_HINT_DRAWINGS_3,"Der Götze leuchtet rot, wenn die Hirsch-Erinnerungen gespeichert sind, und blau, wenn er leer ist.","The idol glows red when holding Deer’s memories, and glows blue when empty.",El ídolo se ilumina de color rojo cuando tiene los recuerdos de Deer y se ilumina de color azul cuando está vacío.,El ídolo emite una luz roja cuando tiene las memorias de Deer y una luz azul cuando está vacío.,"Lorsque le cristal est rouge, l'idole contient les souvenirs de Biche. Le cristal est bleu lorsque l'idole est vide.",L'idolo si illumina di rosso quando contiene i ricordi di Deer e di blu quando è vuoto.,シカの記憶を持っていると像は赤く光り、空の場合は青に光る。,"우상은 디어의 기억을 가지고 있으면 빨갛게 되고, 빈 상태일 때에는 파랗게 됩니다.","Bożek świeci się na czerwono, gdy zawiera wspomnienia Deera, i na niebiesko, gdy jest pusty.",O ídolo brilha na cor vermelha quando está com as memórias de Deer — e na cor azul quando está vazio.,"Deer'ın anılarını saklarken idol kırmızı parlıyor, boş olduğunda ise mavi.",當擁有鹿的記憶時神像會發出紅光，當空白時神像會發出藍光。
CHAPTER2_HINT_HIERARCHY_1,Wann wurde das Organigramm zuletzt aktualisiert?,When was the organization chart last updated?,¿Cuándo fue la última vez que se organizó el organigrama?,¿Cuándo se actualizó por última vez el organigrama?,Quand l'organigramme a-t-il été mis à jour pour la dernière fois ?,Quand'è stato aggiornamento l'ultima volta il grafico dell'organizzazione?,組織図が最後に更新されたのはいつのことだろうか？,조직도가 마지막으로 개정된 건 언제입니까?,Kiedy schemat organizacyjny został aktualizowany?,Quando gráfico da organização foi atualizado pela última vez?,Organizasyon çizelgesi en son ne zaman güncellenmiş?,組織架構圖最近一次更新是什麼時候？
CHAPTER2_HINT_HIERARCHY_3,"Obwohl Marie ihre ursprüngliche Stelle verloren hat, arbeitet sie weiterhin für OPIG. Tesa arbeitet für OPIG, obwohl ihr Projekt eingestellt wurde.","Marie is working for OPIG, despite losing her original position. Tesa is working for OPIG, despite her project being shut down.",Marie trabaja para la GICO a pesar de haber perdido su puesto original. Tesa está trabajando para la GICO a pesar de que se cancelara su proyecto.,"Marie trabaja para el GIPO, a pesar de haber perdido su puesto original. Tesa trabaja para el GIPO, a pesar de que hayan cancelado su proyecto.","Marie travaille pour OPIG, bien qu'elle ait perdu son poste d'origine. Tesa travaille pour OPIG, malgré l'arrêt de son projet.","Marie lavora per l'OPIG, nonostante abbia perso la sua posizione. Tesa lavora per l'OPIG, nonostante le abbiano chiuso il progetto.",元の役職を失ったにもかかわらず、マリーはOPIGで働いている。テサはプロジェクトが頓挫したにもかかわらず、OPIGで就業している。,마리는 원래 직책을 잃었음에도 불구하고 OPIG에서 일하고 있습니다. 테사는 자기 프로젝트가 중단되었음에도 불구하고 OPIG에서 일합니다.,"Marie pracuje dla MGSO mimo utraty pierwotnego stanowiska. Tesa pracuje dla MGSO, mimo że jej projekt został zamknięty.","A Marie trabalha para a OPIG, apesar de ter perdido o cargo original. A Tesa trabalha para a OPIG, apesar de seu projeto ter sido encerrado.","Marie, asıl pozisyonunu kaybetmiş olsa da ODUG için çalışıyor. Tesa, projesi sonlandırılsa da ODUG için çalışıyor.",儘管失去了原來的職位，瑪麗仍在 OPIG 工作。儘管泰莎的專案停掉了，但她也仍在 OPIG 工作。
CHAPTER2_HINT_HIERARCHY_2,"Die Personen, die als Vorstandsvorsitzende und Vorstand der spekulativen Anlagen arbeiten, sind unverändert geblieben.",The people employed as board president and head of speculative investment have not changed.,Las personas contratadas como presidente de la junta y jefe de inversión especulativa no han cambiado.,El presidente de la junta y el jefe de inversiones especulativas no han cambiado.,Le président du conseil et le chef des investissements spéculatifs n'ont pas changé.,Gli impiegati come presidente del consiglio di amministrazione e responsabile degli investimenti speculativi non sono cambiati.,理事長および投機的投資長として雇用された人たちに変更はない。,이사회 의장과 투기 투자 최고 책임자 직책에 있는 사람들은 바뀌지 않았습니다.,Osoby na stanowiskach prezesa zarządu i kierownika inwestycji spekulacyjnych nie uległy zmianie.,As pessoas no cargo de diretoria e supervisão de investimento especulativo não mudaram.,Kurul başkanı ve kuramsal yatırım departman müdürü değişmemiş.,董事會主席和投機投資主管的人員沒有變。
